"model","em","iteration","model_converged","model_runtime","model_name"
"three_area_nomove","recdev_3","iteration_6","TRUE","6.22451434930166","three_area_nomove-em_recdev_3-iteration_6"
"three_area_nomove","recdev_3","iteration_7","TRUE","5.29763666788737","three_area_nomove-em_recdev_3-iteration_7"
"three_area_nomove","recdev_3","iteration_8","TRUE","5.00415889819463","three_area_nomove-em_recdev_3-iteration_8"
"three_area_nomove","recdev_3","iteration_9","TRUE","6.86067345142365","three_area_nomove-em_recdev_3-iteration_9"
"two_morph_seas_areas","recdev_1","iteration_1","TRUE","17.7942668517431","two_morph_seas_areas-em_recdev_1-iteration_1"
"two_morph_seas_areas","recdev_1","iteration_10","TRUE","11.3849972168605","two_morph_seas_areas-em_recdev_1-iteration_10"
"two_morph_seas_areas","recdev_1","iteration_2","TRUE","10.6012324531873","two_morph_seas_areas-em_recdev_1-iteration_2"
"two_morph_seas_areas","recdev_1","iteration_3","TRUE","7.26459120114644","two_morph_seas_areas-em_recdev_1-iteration_3"
"two_morph_seas_areas","recdev_1","iteration_4","TRUE","13.9685635685921","two_morph_seas_areas-em_recdev_1-iteration_4"
"two_morph_seas_areas","recdev_1","iteration_5","TRUE","13.3068086504936","two_morph_seas_areas-em_recdev_1-iteration_5"
"two_morph_seas_areas","recdev_1","iteration_6","TRUE","10.3025833686193","two_morph_seas_areas-em_recdev_1-iteration_6"
"two_morph_seas_areas","recdev_1","iteration_7","TRUE","7.96332233349482","two_morph_seas_areas-em_recdev_1-iteration_7"
"two_morph_seas_areas","recdev_1","iteration_8","TRUE","7.5060027996699","two_morph_seas_areas-em_recdev_1-iteration_8"
"two_morph_seas_areas","recdev_1","iteration_9","TRUE","7.16183581749598","two_morph_seas_areas-em_recdev_1-iteration_9"
"two_morph_seas_areas","recdev_2","iteration_1","TRUE","19.1787004669507","two_morph_seas_areas-em_recdev_2-iteration_1"
"two_morph_seas_areas","recdev_2","iteration_10","TRUE","11.8141748348872","two_morph_seas_areas-em_recdev_2-iteration_10"
"two_morph_seas_areas","recdev_2","iteration_2","TRUE","12.0081284165382","two_morph_seas_areas-em_recdev_2-iteration_2"
"two_morph_seas_areas","recdev_2","iteration_3","TRUE","7.45734778642654","two_morph_seas_areas-em_recdev_2-iteration_3"
"two_morph_seas_areas","recdev_2","iteration_4","TRUE","7.28234166701635","two_morph_seas_areas-em_recdev_2-iteration_4"
"two_morph_seas_areas","recdev_2","iteration_5","TRUE","7.30067261457443","two_morph_seas_areas-em_recdev_2-iteration_5"
"two_morph_seas_areas","recdev_2","iteration_6","TRUE","14.274615752697","two_morph_seas_areas-em_recdev_2-iteration_6"
"two_morph_seas_areas","recdev_2","iteration_7","TRUE","12.7603739500046","two_morph_seas_areas-em_recdev_2-iteration_7"
"two_morph_seas_areas","recdev_2","iteration_8","TRUE","10.2798521995544","two_morph_seas_areas-em_recdev_2-iteration_8"
"two_morph_seas_areas","recdev_2","iteration_9","TRUE","8.3878700653712","two_morph_seas_areas-em_recdev_2-iteration_9"
"two_morph_seas_areas","recdev_3","iteration_1","TRUE","10.3584708333015","two_morph_seas_areas-em_recdev_3-iteration_1"
"two_morph_seas_areas","recdev_3","iteration_10","TRUE","7.12007429997126","two_morph_seas_areas-em_recdev_3-iteration_10"
"two_morph_seas_areas","recdev_3","iteration_2","TRUE","18.4930423140526","two_morph_seas_areas-em_recdev_3-iteration_2"
"two_morph_seas_areas","recdev_3","iteration_3","TRUE","12.0165919820468","two_morph_seas_areas-em_recdev_3-iteration_3"
"two_morph_seas_areas","recdev_3","iteration_4","TRUE","9.75842224756877","two_morph_seas_areas-em_recdev_3-iteration_4"
"two_morph_seas_areas","recdev_3","iteration_5","TRUE","7.59781266848246","two_morph_seas_areas-em_recdev_3-iteration_5"
"two_morph_seas_areas","recdev_3","iteration_6","TRUE","7.63246428171794","two_morph_seas_areas-em_recdev_3-iteration_6"
"two_morph_seas_areas","recdev_3","iteration_7","TRUE","13.716933298111","two_morph_seas_areas-em_recdev_3-iteration_7"
"two_morph_seas_areas","recdev_3","iteration_8","TRUE","12.8865646998088","two_morph_seas_areas-em_recdev_3-iteration_8"
"two_morph_seas_areas","recdev_3","iteration_9","TRUE","10.6635021964709","two_morph_seas_areas-em_recdev_3-iteration_9"
"vermillion_snapper","recdev_1","iteration_1","TRUE","4.60812138319015","vermillion_snapper-em_recdev_1-iteration_1"
"vermillion_snapper","recdev_1","iteration_10","TRUE","3.24335968097051","vermillion_snapper-em_recdev_1-iteration_10"
"vermillion_snapper","recdev_1","iteration_2","TRUE","4.51203091541926","vermillion_snapper-em_recdev_1-iteration_2"
"vermillion_snapper","recdev_1","iteration_3","TRUE","6.78427338600159","vermillion_snapper-em_recdev_1-iteration_3"
"vermillion_snapper","recdev_1","iteration_4","TRUE","6.7948602994283","vermillion_snapper-em_recdev_1-iteration_4"
"vermillion_snapper","recdev_1","iteration_5","TRUE","6.36231575012207","vermillion_snapper-em_recdev_1-iteration_5"
"vermillion_snapper","recdev_1","iteration_6","TRUE","5.78341774940491","vermillion_snapper-em_recdev_1-iteration_6"
"vermillion_snapper","recdev_1","iteration_7","TRUE","5.11316083272298","vermillion_snapper-em_recdev_1-iteration_7"
"vermillion_snapper","recdev_1","iteration_8","TRUE","4.66104853550593","vermillion_snapper-em_recdev_1-iteration_8"
"vermillion_snapper","recdev_1","iteration_9","TRUE","6.7734895825386","vermillion_snapper-em_recdev_1-iteration_9"
"vermillion_snapper","recdev_2","iteration_1","TRUE","8.57354611555735","vermillion_snapper-em_recdev_2-iteration_1"
"vermillion_snapper","recdev_2","iteration_10","TRUE","6.43472350041072","vermillion_snapper-em_recdev_2-iteration_10"
"vermillion_snapper","recdev_2","iteration_2","TRUE","6.74582980076472","vermillion_snapper-em_recdev_2-iteration_2"
"vermillion_snapper","recdev_2","iteration_3","TRUE","4.75172563393911","vermillion_snapper-em_recdev_2-iteration_3"
"vermillion_snapper","recdev_2","iteration_4","TRUE","6.9669450322787","vermillion_snapper-em_recdev_2-iteration_4"
"vermillion_snapper","recdev_2","iteration_5","TRUE","6.69431291818619","vermillion_snapper-em_recdev_2-iteration_5"
"vermillion_snapper","recdev_2","iteration_6","TRUE","6.26078466574351","vermillion_snapper-em_recdev_2-iteration_6"
"vermillion_snapper","recdev_2","iteration_7","TRUE","5.89095143079758","vermillion_snapper-em_recdev_2-iteration_7"
"vermillion_snapper","recdev_2","iteration_8","TRUE","5.10674543380737","vermillion_snapper-em_recdev_2-iteration_8"
"vermillion_snapper","recdev_2","iteration_9","TRUE","4.83429631789525","vermillion_snapper-em_recdev_2-iteration_9"
"vermillion_snapper","recdev_3","iteration_1","TRUE","8.42521106402079","vermillion_snapper-em_recdev_3-iteration_1"
"vermillion_snapper","recdev_3","iteration_10","TRUE","6.59703445037206","vermillion_snapper-em_recdev_3-iteration_10"
"vermillion_snapper","recdev_3","iteration_2","TRUE","7.37246003548304","vermillion_snapper-em_recdev_3-iteration_2"
"vermillion_snapper","recdev_3","iteration_3","TRUE","5.52838713328044","vermillion_snapper-em_recdev_3-iteration_3"
"vermillion_snapper","recdev_3","iteration_4","TRUE","4.8464120666186","vermillion_snapper-em_recdev_3-iteration_4"
"vermillion_snapper","recdev_3","iteration_5","TRUE","4.22106873194377","vermillion_snapper-em_recdev_3-iteration_5"
"vermillion_snapper","recdev_3","iteration_6","TRUE","6.67461285193761","vermillion_snapper-em_recdev_3-iteration_6"
"vermillion_snapper","recdev_3","iteration_7","TRUE","6.77435643275579","vermillion_snapper-em_recdev_3-iteration_7"
"vermillion_snapper","recdev_3","iteration_8","TRUE","6.28692693312963","vermillion_snapper-em_recdev_3-iteration_8"
"vermillion_snapper","recdev_3","iteration_9","TRUE","5.80963251590729","vermillion_snapper-em_recdev_3-iteration_9"
"vermillion_snapper_F4","recdev_1","iteration_1","TRUE","6.09672816991806","vermillion_snapper_F4-em_recdev_1-iteration_1"
"vermillion_snapper_F4","recdev_1","iteration_10","TRUE","6.63647739887238","vermillion_snapper_F4-em_recdev_1-iteration_10"
"vermillion_snapper_F4","recdev_1","iteration_2","TRUE","8.41068291664124","vermillion_snapper_F4-em_recdev_1-iteration_2"
"vermillion_snapper_F4","recdev_1","iteration_3","TRUE","6.26609505017599","vermillion_snapper_F4-em_recdev_1-iteration_3"
"vermillion_snapper_F4","recdev_1","iteration_4","TRUE","5.45313909848531","vermillion_snapper_F4-em_recdev_1-iteration_4"
"vermillion_snapper_F4","recdev_1","iteration_5","TRUE","4.93326356808345","vermillion_snapper_F4-em_recdev_1-iteration_5"
"vermillion_snapper_F4","recdev_1","iteration_6","TRUE","4.24647101561228","vermillion_snapper_F4-em_recdev_1-iteration_6"
"vermillion_snapper_F4","recdev_1","iteration_7","TRUE","6.59374108314514","vermillion_snapper_F4-em_recdev_1-iteration_7"
"vermillion_snapper_F4","recdev_1","iteration_8","TRUE","6.56944841941198","vermillion_snapper_F4-em_recdev_1-iteration_8"
"vermillion_snapper_F4","recdev_1","iteration_9","TRUE","6.27373258272807","vermillion_snapper_F4-em_recdev_1-iteration_9"
"vermillion_snapper_F4","recdev_2","iteration_1","TRUE","6.81132783492406","vermillion_snapper_F4-em_recdev_2-iteration_1"
"vermillion_snapper_F4","recdev_2","iteration_10","TRUE","5.00913623174032","vermillion_snapper_F4-em_recdev_2-iteration_10"
"vermillion_snapper_F4","recdev_2","iteration_2","TRUE","5.55056983232498","vermillion_snapper_F4-em_recdev_2-iteration_2"
"vermillion_snapper_F4","recdev_2","iteration_3","TRUE","6.65146350065867","vermillion_snapper_F4-em_recdev_2-iteration_3"
"vermillion_snapper_F4","recdev_2","iteration_4","TRUE","6.65066458384196","vermillion_snapper_F4-em_recdev_2-iteration_4"
"vermillion_snapper_F4","recdev_2","iteration_5","TRUE","6.11674321492513","vermillion_snapper_F4-em_recdev_2-iteration_5"
"vermillion_snapper_F4","recdev_2","iteration_6","TRUE","5.62166618108749","vermillion_snapper_F4-em_recdev_2-iteration_6"
"vermillion_snapper_F4","recdev_2","iteration_7","TRUE","5.1025454322497","vermillion_snapper_F4-em_recdev_2-iteration_7"
"vermillion_snapper_F4","recdev_2","iteration_8","TRUE","6.74399943351746","vermillion_snapper_F4-em_recdev_2-iteration_8"
"vermillion_snapper_F4","recdev_2","iteration_9","TRUE","6.64715263048808","vermillion_snapper_F4-em_recdev_2-iteration_9"
"vermillion_snapper_F4","recdev_3","iteration_1","TRUE","7.57597681681315","vermillion_snapper_F4-em_recdev_3-iteration_1"
"vermillion_snapper_F4","recdev_3","iteration_10","TRUE","5.52739239931107","vermillion_snapper_F4-em_recdev_3-iteration_10"
"vermillion_snapper_F4","recdev_3","iteration_2","TRUE","6.40164053440094","vermillion_snapper_F4-em_recdev_3-iteration_2"
"vermillion_snapper_F4","recdev_3","iteration_3","TRUE","4.40314921538035","vermillion_snapper_F4-em_recdev_3-iteration_3"
"vermillion_snapper_F4","recdev_3","iteration_4","TRUE","6.81474831501643","vermillion_snapper_F4-em_recdev_3-iteration_4"
"vermillion_snapper_F4","recdev_3","iteration_5","TRUE","6.63709548314412","vermillion_snapper_F4-em_recdev_3-iteration_5"
"vermillion_snapper_F4","recdev_3","iteration_6","TRUE","6.02675319910049","vermillion_snapper_F4-em_recdev_3-iteration_6"
"vermillion_snapper_F4","recdev_3","iteration_7","TRUE","5.561163965861","vermillion_snapper_F4-em_recdev_3-iteration_7"
"vermillion_snapper_F4","recdev_3","iteration_8","TRUE","5.01776386896769","vermillion_snapper_F4-em_recdev_3-iteration_8"
"vermillion_snapper_F4","recdev_3","iteration_9","TRUE","4.45922270218531","vermillion_snapper_F4-em_recdev_3-iteration_9"
